UserID,Age,Gender,BodyType,ProductID,Category,FabricType,Style,ColorPalette,Season,Rating,Sentiment,UserAction
U070,29,Female,Athletic,P0632,Jackets,Silk,Formal,Blue,Spring,2,Negative,Purchased
U004,30,Male,Slim,P2840,Skirts,Silk,Casual,Blue,Spring,5,Positive,Purchased
U031,37,Non-Binary,Slim,P1670,Shirts,Polyester,Formal,Blue,Autumn,2,Negative,Purchased
U059,32,Female,Slim,P2681,Skirts,Polyester,Formal,Black,Autumn,2,Negative,Wished
U088,38,Male,Bulky,P2865,Skirts,Polyester,Sporty,Green,Summer,4,Positive,Wished
U029,29,Male,Bulky,P2029,Jackets,Linen,Casual,White,Winter,4,Positive,Purchased
U003,52,Male,Athletic,P0432,Jackets,Polyester,Casual,Green,Summer,2,Negative,Purchased
U033,31,Non-Binary,Bulky,P0462,Jackets,Linen,Formal,Red,Summer,2,Negative,Wished
U001,19,Male,Slim,P2324,Coats,Denim,Sporty,Blue,Summer,5,Positive,Purchased
U093,31,Female,Bulky,P0442,Coats,Denim,Casual,White,Autumn,2,Negative,Wished
U046,19,Male,Slim,P1155,Skirts,Cotton,Sporty,Green,Summer,4,Positive,Wished
U075,52,Female,Athletic,P2323,Pants,Cotton,Sporty,Red,Winter,3,Neutral,Purchased
U096,37,Male,Slim,P0609,Shirts,Cotton,Formal,Green,Spring,3,Neutral,Viewed
U004,30,Male,Slim,P0614,Coats,Silk,Sporty,Green,Autumn,3,Neutral,Wished
U081,43,Female,Slim,P2423,Shirts,Linen,Sporty,Red,Spring,3,Neutral,Purchased
U060,39,Female,Athletic,P0867,Skirts,Silk,Formal,Green,Spring,5,Positive,Viewed
U080,57,Non-Binary,Bulky,P1744,Shirts,Silk,Formal,Red,Winter,3,Neutral,Purchased
U061,35,Non-Binary,Slim,P0322,Blouses,Polyester,Sporty,Black,Spring,4,Positive,Purchased
U059,32,Female,Slim,P1999,Jackets,Polyester,Formal,White,Summer,3,Neutral,Commented
U026,63,Non-Binary,Bulky,P0735,Pants,Polyester,Sporty,Green,Autumn,3,Neutral,Wished
U012,49,Female,Slim,P2579,Dresses,Denim,Sporty,Red,Spring,4,Positive,Commented
U027,56,Male,Athletic,P0814,Dresses,Denim,Formal,Blue,Spring,4,Positive,Wished
U093,31,Female,Bulky,P0583,Jackets,Silk,Sporty,Red,Winter,2,Negative,Wished
U024,23,Female,Athletic,P1758,Coats,Denim,Casual,White,Autumn,4,Positive,Purchased
U029,29,Male,Bulky,P2088,Shorts,Denim,Formal,Blue,Summer,5,Positive,Commented
U025,62,Male,Athletic,P2783,Coats,Polyester,Formal,Green,Spring,4,Positive,Wished
U056,32,Non-Binary,Slim,P2970,Coats,Silk,Formal,Red,Summer,3,Neutral,Purchased
U084,29,Male,Bulky,P1267,Coats,Denim,Formal,Red,Spring,3,Neutral,Purchased
U013,55,Non-Binary,Bulky,P1721,Jackets,Polyester,Sporty,Red,Spring,2,Negative,Wished
U046,19,Male,Slim,P0412,Pants,Polyester,Formal,White,Autumn,2,Negative,Viewed
U012,49,Female,Slim,P2489,Blouses,Polyester,Formal,White,Summer,2,Negative,Commented
U041,55,Male,Athletic,P2716,Dresses,Denim,Sporty,Green,Spring,4,Positive,Viewed
U087,41,Female,Bulky,P0540,Dresses,Cotton,Sporty,Black,Spring,3,Neutral,Wished
U086,64,Male,Athletic,P2081,Shorts,Denim,Formal,Green,Autumn,4,Positive,Wished
U084,29,Male,Bulky,P0112,Blouses,Linen,Formal,White,Winter,3,Neutral,Commented
U094,41,Non-Binary,Slim,P2040,Shirts,Polyester,Sporty,Green,Winter,3,Neutral,Wished
U088,38,Male,Bulky,P2942,Dresses,Linen,Casual,Blue,Autumn,2,Negative,Commented
U096,37,Male,Slim,P2022,Skirts,Polyester,Casual,Green,Spring,5,Positive,Wished
U021,43,Female,Slim,P0889,Dresses,Linen,Formal,Red,Autumn,5,Positive,Commented
U061,35,Non-Binary,Slim,P1916,Coats,Silk,Casual,Blue,Summer,3,Neutral,Wished
U039,21,Male,Bulky,P0447,Dresses,Denim,Sporty,Red,Spring,1,Negative,Wished
U046,19,Male,Slim,P0247,Shorts,Denim,Formal,Black,Autumn,4,Positive,Wished
U078,40,Male,Bulky,P2649,Shirts,Denim,Formal,White,Spring,2,Negative,Wished
U068,24,Male,Athletic,P1762,Shorts,Silk,Sporty,Red,Summer,5,Positive,Purchased
U082,54,Non-Binary,Bulky,P1886,Skirts,Cotton,Sporty,Red,Autumn,3,Neutral,Wished
U098,26,Non-Binary,Athletic,P1204,Pants,Linen,Formal,Blue,Spring,5,Positive,Commented
U049,48,Male,Athletic,P1079,Blouses,Silk,Formal,Red,Winter,3,Neutral,Viewed
U055,35,Male,Athletic,P0954,Jackets,Denim,Casual,Blue,Autumn,4,Positive,Viewed
U002,37,Male,Bulky,P1003,Dresses,Silk,Sporty,Black,Winter,4,Positive,Purchased
U094,41,Non-Binary,Slim,P0815,Dresses,Polyester,Sporty,Green,Autumn,2,Negative,Wished
U019,34,Male,Athletic,P2268,Shorts,Linen,Formal,Green,Winter,5,Positive,Viewed
U001,19,Male,Slim,P1739,Dresses,Polyester,Formal,Red,Winter,2,Negative,Purchased
U020,29,Non-Binary,Slim,P1372,Dresses,Denim,Sporty,Red,Winter,4,Positive,Purchased
U082,54,Non-Binary,Bulky,P1140,Pants,Linen,Casual,White,Spring,2,Negative,Purchased
U082,54,Non-Binary,Bulky,P1922,Jackets,Polyester,Sporty,Black,Spring,2,Negative,Wished
U012,49,Female,Slim,P1180,Jackets,Cotton,Formal,White,Winter,3,Neutral,Purchased
U049,48,Male,Athletic,P1268,Dresses,Polyester,Casual,Blue,Winter,2,Negative,Wished
U022,30,Female,Bulky,P0776,Pants,Cotton,Casual,Black,Autumn,4,Positive,Purchased
U053,23,Male,Slim,P2143,Blouses,Cotton,Sporty,Green,Spring,2,Negative,Purchased
U083,21,Female,Athletic,P0518,Jackets,Denim,Sporty,Red,Winter,5,Positive,Viewed
U011,43,Male,Bulky,P2575,Shirts,Silk,Sporty,Black,Summer,3,Neutral,Purchased
U077,23,Male,Slim,P0366,Skirts,Silk,Sporty,Green,Winter,3,Neutral,Wished
U043,26,Male,Bulky,P2664,Jackets,Linen,Sporty,Red,Spring,3,Neutral,Purchased
U089,20,Female,Bulky,P2739,Dresses,Linen,Sporty,Blue,Winter,4,Positive,Wished
U064,64,Female,Bulky,P1372,Dresses,Denim,Sporty,Red,Summer,5,Positive,Purchased
U068,24,Male,Athletic,P2716,Dresses,Denim,Sporty,Green,Winter,2,Negative,Commented
U099,49,Non-Binary,Athletic,P2717,Shirts,Denim,Formal,Red,Summer,3,Neutral,Wished
U036,58,Female,Slim,P1938,Shorts,Silk,Casual,Green,Summer,5,Positive,Wished
U081,43,Female,Slim,P0099,Blouses,Cotton,Casual,Black,Autumn,4,Positive,Purchased
U060,39,Female,Athletic,P0122,Pants,Linen,Sporty,Blue,Autumn,5,Positive,Wished
U021,43,Female,Slim,P1009,Blouses,Polyester,Casual,Green,Spring,5,Positive,Wished
U078,40,Male,Bulky,P0653,Shorts,Denim,Formal,White,Autumn,1,Negative,Purchased
U040,58,Male,Athletic,P2560,Jackets,Silk,Casual,Blue,Summer,3,Neutral,Viewed
U005,53,Female,Athletic,P1615,Shirts,Polyester,Casual,Green,Autumn,5,Positive,Purchased
U059,32,Female,Slim,P0937,Skirts,Linen,Casual,Red,Summer,4,Positive,Purchased
U023,20,Male,Bulky,P0811,Skirts,Denim,Sporty,Red,Autumn,4,Positive,Wished
U029,29,Male,Bulky,P1723,Blouses,Polyester,Sporty,White,Winter,3,Neutral,Viewed
U065,24,Female,Bulky,P0108,Dresses,Denim,Sporty,Red,Winter,4,Positive,Wished
U004,30,Male,Slim,P0544,Skirts,Polyester,Formal,Blue,Winter,3,Neutral,Commented
U082,54,Non-Binary,Bulky,P0940,Shirts,Cotton,Formal,Green,Winter,4,Positive,Wished
U022,30,Female,Bulky,P0993,Skirts,Denim,Casual,Blue,Summer,5,Positive,Wished
U067,52,Non-Binary,Slim,P0848,Jackets,Polyester,Sporty,Red,Summer,4,Positive,Purchased
U020,29,Non-Binary,Slim,P0647,Shirts,Linen,Sporty,Red,Autumn,5,Positive,Viewed
U095,48,Male,Slim,P1024,Shorts,Cotton,Formal,Red,Summer,5,Positive,Purchased
U040,58,Male,Athletic,P2657,Blouses,Silk,Casual,Blue,Winter,3,Neutral,Purchased
U025,62,Male,Athletic,P2838,Shirts,Polyester,Casual,Green,Winter,3,Neutral,Purchased
U028,25,Male,Bulky,P0003,Shorts,Polyester,Sporty,Black,Autumn,2,Negative,Purchased
U001,19,Male,Slim,P2333,Jackets,Linen,Sporty,Blue,Spring,4,Positive,Wished
U051,29,Male,Bulky,P0765,Blouses,Linen,Casual,Black,Winter,3,Neutral,Wished
U024,23,Female,Athletic,P1702,Dresses,Cotton,Sporty,Red,Spring,3,Neutral,Purchased
U046,19,Male,Slim,P2555,Dresses,Polyester,Casual,Green,Summer,4,Positive,Viewed
U086,64,Male,Athletic,P2655,Shorts,Linen,Sporty,Red,Autumn,5,Positive,Commented
U010,30,Male,Slim,P0236,Shirts,Denim,Sporty,Black,Spring,3,Neutral,Purchased
U024,23,Female,Athletic,P1455,Dresses,Polyester,Formal,White,Autumn,5,Positive,Commented
U052,34,Non-Binary,Slim,P1803,Skirts,Silk,Formal,Blue,Winter,3,Neutral,Purchased
U082,54,Non-Binary,Bulky,P2911,Blouses,Silk,Casual,Blue,Summer,3,Neutral,Wished
U051,29,Male,Bulky,P0823,Skirts,Silk,Sporty,White,Winter,4,Positive,Commented
U027,56,Male,Athletic,P2130,Shirts,Cotton,Sporty,Blue,Spring,4,Positive,Commented
U071,46,Non-Binary,Athletic,P1698,Skirts,Linen,Casual,Red,Summer,4,Positive,Wished
U049,48,Male,Athletic,P1995,Shirts,Linen,Sporty,Black,Autumn,4,Positive,Wished
U061,35,Non-Binary,Slim,P0878,Blouses,Polyester,Casual,Blue,Autumn,2,Negative,Viewed
U086,64,Male,Athletic,P2287,Pants,Silk,Casual,White,Autumn,4,Positive,Viewed
U045,19,Male,Athletic,P2825,Shorts,Linen,Formal,White,Autumn,3,Neutral,Purchased
U067,52,Non-Binary,Slim,P2882,Blouses,Cotton,Formal,Green,Summer,2,Negative,Purchased
U017,25,Non-Binary,Bulky,P2476,Skirts,Linen,Casual,White,Autumn,4,Positive,Wished
U055,35,Male,Athletic,P1799,Skirts,Silk,Sporty,Blue,Summer,5,Positive,Commented
U091,52,Non-Binary,Bulky,P2936,Dresses,Polyester,Formal,Black,Winter,2,Negative,Commented
U036,58,Female,Slim,P0553,Pants,Linen,Formal,Black,Spring,4,Positive,Purchased
U067,52,Non-Binary,Slim,P0551,Shirts,Linen,Sporty,White,Winter,5,Positive,Wished
U043,26,Male,Bulky,P0026,Jackets,Cotton,Sporty,White,Winter,2,Negative,Viewed
U095,48,Male,Slim,P0375,Pants,Silk,Formal,Black,Winter,2,Negative,Wished
U018,44,Female,Slim,P1091,Pants,Denim,Sporty,Blue,Winter,3,Neutral,Wished
U034,43,Non-Binary,Bulky,P2803,Coats,Polyester,Sporty,Red,Spring,3,Neutral,Wished
U044,19,Non-Binary,Bulky,P1102,Shorts,Silk,Casual,Red,Winter,4,Positive,Wished
U086,64,Male,Athletic,P0464,Skirts,Denim,Formal,Blue,Autumn,3,Neutral,Viewed
U069,58,Female,Slim,P2425,Skirts,Denim,Casual,Blue,Summer,3,Neutral,Purchased
U092,38,Male,Bulky,P1237,Jackets,Polyester,Sporty,Blue,Summer,3,Neutral,Wished
U045,19,Male,Athletic,P0070,Shorts,Cotton,Sporty,White,Autumn,4,Positive,Wished
U014,58,Non-Binary,Slim,P1409,Skirts,Silk,Sporty,Black,Autumn,5,Positive,Purchased
U063,22,Male,Bulky,P0598,Blouses,Polyester,Sporty,Green,Autumn,1,Negative,Purchased
U046,19,Male,Slim,P1926,Shirts,Linen,Sporty,Black,Autumn,2,Negative,Viewed
U100,60,Female,Slim,P1673,Dresses,Linen,Sporty,Red,Winter,4,Positive,Wished
U033,31,Non-Binary,Bulky,P2537,Shorts,Cotton,Formal,White,Spring,3,Neutral,Commented
U091,52,Non-Binary,Bulky,P0563,Pants,Polyester,Sporty,Green,Spring,1,Negative,Viewed
U008,32,Female,Athletic,P1841,Jackets,Denim,Casual,White,Winter,3,Neutral,Wished
U074,59,Male,Athletic,P2289,Pants,Silk,Casual,Green,Winter,2,Negative,Viewed
U034,43,Non-Binary,Bulky,P0017,Jackets,Cotton,Formal,White,Winter,3,Neutral,Wished
U049,48,Male,Athletic,P2154,Shorts,Cotton,Casual,Green,Spring,5,Positive,Purchased
U024,23,Female,Athletic,P2593,Dresses,Cotton,Sporty,Black,Spring,5,Positive,Viewed
U083,21,Female,Athletic,P2570,Pants,Polyester,Casual,Green,Summer,4,Positive,Commented
U002,37,Male,Bulky,P2404,Shirts,Cotton,Formal,Green,Summer,3,Neutral,Purchased
U002,37,Male,Bulky,P1738,Shorts,Linen,Casual,Red,Winter,4,Positive,Commented
U098,26,Non-Binary,Athletic,P0189,Coats,Denim,Casual,Blue,Spring,3,Neutral,Purchased
U089,20,Female,Bulky,P0105,Dresses,Silk,Sporty,White,Summer,4,Positive,Wished
U099,49,Non-Binary,Athletic,P1029,Pants,Polyester,Formal,Black,Winter,3,Neutral,Viewed
U037,40,Female,Athletic,P1381,Dresses,Denim,Sporty,Red,Spring,5,Positive,Wished
U010,30,Male,Slim,P1668,Pants,Linen,Formal,Red,Summer,2,Negative,Wished
U092,38,Male,Bulky,P2870,Pants,Silk,Sporty,White,Autumn,3,Neutral,Wished
U050,62,Non-Binary,Slim,P0078,Skirts,Silk,Formal,Blue,Autumn,2,Negative,Commented
U071,46,Non-Binary,Athletic,P1224,Dresses,Cotton,Formal,Green,Winter,2,Negative,Purchased
U021,43,Female,Slim,P1293,Coats,Linen,Sporty,Green,Winter,4,Positive,Purchased
U054,34,Non-Binary,Athletic,P0180,Dresses,Silk,Sporty,Blue,Autumn,4,Positive,Commented
U031,37,Non-Binary,Slim,P0532,Shorts,Cotton,Casual,Green,Summer,5,Positive,Purchased
U029,29,Male,Bulky,P2134,Blouses,Polyester,Casual,Black,Winter,3,Neutral,Wished
U016,30,Female,Athletic,P0818,Shirts,Denim,Formal,Red,Autumn,3,Neutral,Viewed
U030,44,Male,Bulky,P0875,Blouses,Linen,Formal,Green,Summer,1,Negative,Viewed
U020,29,Non-Binary,Slim,P1103,Dresses,Cotton,Formal,Blue,Autumn,4,Positive,Viewed
U097,25,Male,Slim,P0175,Coats,Linen,Formal,Black,Summer,4,Positive,Viewed
U092,38,Male,Bulky,P1861,Pants,Denim,Casual,White,Spring,5,Positive,Commented
U036,58,Female,Slim,P0511,Shorts,Silk,Sporty,Red,Spring,2,Negative,Commented
U069,58,Female,Slim,P0374,Skirts,Linen,Casual,Red,Summer,5,Positive,Wished
U049,48,Male,Athletic,P2986,Skirts,Silk,Casual,Red,Winter,4,Positive,Viewed
U015,53,Non-Binary,Bulky,P2327,Skirts,Polyester,Formal,Red,Spring,5,Positive,Viewed
U017,25,Non-Binary,Bulky,P2358,Dresses,Linen,Sporty,White,Autumn,4,Positive,Wished
U085,39,Non-Binary,Bulky,P0599,Skirts,Cotton,Casual,Black,Autumn,2,Negative,Purchased
U075,52,Female,Athletic,P0248,Blouses,Silk,Formal,Black,Winter,4,Positive,Wished
U095,48,Male,Slim,P1089,Shorts,Polyester,Casual,Green,Winter,3,Neutral,Viewed
U013,55,Non-Binary,Bulky,P0358,Jackets,Cotton,Formal,Red,Spring,2,Negative,Commented
U097,25,Male,Slim,P0687,Skirts,Polyester,Casual,Red,Winter,4,Positive,Purchased
U079,54,Female,Bulky,P1336,Blouses,Silk,Casual,White,Autumn,5,Positive,Commented
U045,19,Male,Athletic,P0524,Pants,Linen,Casual,Black,Summer,3,Neutral,Purchased
U091,52,Non-Binary,Bulky,P0735,Pants,Polyester,Sporty,Green,Winter,3,Neutral,Commented
U008,32,Female,Athletic,P0712,Blouses,Cotton,Casual,Blue,Winter,5,Positive,Wished
U100,60,Female,Slim,P0992,Coats,Silk,Formal,Blue,Autumn,2,Negative,Commented
U052,34,Non-Binary,Slim,P2516,Blouses,Denim,Formal,Red,Winter,4,Positive,Wished
U089,20,Female,Bulky,P0118,Dresses,Denim,Formal,White,Summer,4,Positive,Purchased
U100,60,Female,Slim,P0789,Pants,Linen,Casual,Blue,Spring,4,Positive,Viewed
U057,32,Female,Slim,P2250,Shirts,Denim,Formal,Green,Summer,3,Neutral,Wished
U087,41,Female,Bulky,P2672,Blouses,Linen,Formal,Blue,Winter,3,Neutral,Wished
U090,35,Male,Slim,P2804,Shorts,Linen,Sporty,Red,Summer,2,Negative,Wished
U037,40,Female,Athletic,P1516,Shirts,Linen,Formal,Green,Autumn,3,Neutral,Viewed
U081,43,Female,Slim,P2492,Shirts,Silk,Formal,Black,Summer,1,Negative,Purchased
U041,55,Male,Athletic,P1842,Blouses,Polyester,Sporty,Black,Summer,5,Positive,Wished
U083,21,Female,Athletic,P0818,Shirts,Denim,Formal,Red,Spring,2,Negative,Wished
U057,32,Female,Slim,P1986,Coats,Denim,Formal,White,Autumn,3,Neutral,Purchased
U091,52,Non-Binary,Bulky,P0672,Pants,Polyester,Casual,Black,Winter,5,Positive,Wished
U050,62,Non-Binary,Slim,P2658,Pants,Silk,Formal,Blue,Autumn,2,Negative,Commented
U013,55,Non-Binary,Bulky,P0767,Coats,Polyester,Casual,White,Winter,2,Negative,Viewed
U086,64,Male,Athletic,P1599,Shirts,Silk,Sporty,Red,Spring,5,Positive,Purchased
U058,23,Male,Bulky,P0684,Jackets,Cotton,Formal,Blue,Autumn,3,Neutral,Wished
U086,64,Male,Athletic,P1175,Pants,Denim,Sporty,Red,Spring,5,Positive,Commented
U088,38,Male,Bulky,P2079,Shorts,Linen,Casual,Blue,Spring,4,Positive,Wished
U087,41,Female,Bulky,P1842,Blouses,Polyester,Sporty,Black,Autumn,2,Negative,Wished
U028,25,Male,Bulky,P1797,Coats,Polyester,Formal,Red,Spring,3,Neutral,Commented
U093,31,Female,Bulky,P1951,Dresses,Polyester,Formal,Black,Spring,5,Positive,Wished
U080,57,Non-Binary,Bulky,P2808,Dresses,Denim,Casual,Red,Spring,4,Positive,Wished
U029,29,Male,Bulky,P0912,Jackets,Silk,Casual,Green,Winter,4,Positive,Viewed
U066,45,Male,Bulky,P2519,Pants,Cotton,Sporty,Red,Winter,3,Neutral,Purchased
U070,29,Female,Athletic,P0851,Blouses,Linen,Sporty,Black,Autumn,5,Positive,Viewed
U085,39,Non-Binary,Bulky,P2839,Pants,Denim,Casual,Green,Spring,4,Positive,Wished
U096,37,Male,Slim,P1312,Jackets,Cotton,Casual,White,Autumn,4,Positive,Viewed
U063,22,Male,Bulky,P2562,Pants,Linen,Casual,Black,Spring,2,Negative,Purchased
U054,34,Non-Binary,Athletic,P2247,Blouses,Cotton,Formal,Blue,Spring,2,Negative,Wished
U044,19,Non-Binary,Bulky,P2937,Shorts,Polyester,Casual,White,Spring,4,Positive,Viewed
U029,29,Male,Bulky,P0629,Shorts,Denim,Sporty,White,Spring,3,Neutral,Purchased
U048,26,Female,Bulky,P2085,Shirts,Silk,Casual,Blue,Autumn,3,Neutral,Wished
U023,20,Male,Bulky,P1272,Skirts,Silk,Formal,Blue,Spring,4,Positive,Purchased
U031,37,Non-Binary,Slim,P2311,Coats,Silk,Sporty,White,Winter,3,Neutral,Viewed
U062,34,Non-Binary,Bulky,P2573,Shirts,Denim,Sporty,Green,Winter,3,Neutral,Purchased
U034,43,Non-Binary,Bulky,P2317,Shorts,Linen,Casual,Green,Autumn,3,Neutral,Wished
U062,34,Non-Binary,Bulky,P1507,Jackets,Polyester,Formal,Black,Winter,3,Neutral,Commented
U094,41,Non-Binary,Slim,P0175,Coats,Linen,Formal,Black,Summer,3,Neutral,Wished
U003,52,Male,Athletic,P2594,Shorts,Denim,Casual,Blue,Winter,2,Negative,Viewed
U069,58,Female,Slim,P1008,Jackets,Linen,Sporty,Blue,Winter,4,Positive,Wished
U026,63,Non-Binary,Bulky,P0881,Shirts,Linen,Casual,Green,Summer,1,Negative,Commented
U079,54,Female,Bulky,P1694,Skirts,Cotton,Sporty,Blue,Winter,1,Negative,Purchased
U050,62,Non-Binary,Slim,P2595,Shorts,Polyester,Sporty,Blue,Autumn,3,Neutral,Commented
U004,30,Male,Slim,P0056,Blouses,Linen,Formal,Black,Summer,2,Negative,Viewed
U074,59,Male,Athletic,P0665,Pants,Denim,Sporty,Red,Winter,3,Neutral,Wished
U017,25,Non-Binary,Bulky,P0623,Blouses,Linen,Casual,White,Winter,4,Positive,Purchased
U037,40,Female,Athletic,P1326,Skirts,Cotton,Sporty,Blue,Spring,3,Neutral,Purchased
U016,30,Female,Athletic,P1789,Shorts,Silk,Sporty,Red,Summer,4,Positive,Wished
U076,43,Non-Binary,Bulky,P0524,Pants,Linen,Casual,Black,Winter,5,Positive,Wished
U086,64,Male,Athletic,P1520,Blouses,Cotton,Sporty,Green,Summer,2,Negative,Wished
U037,40,Female,Athletic,P1452,Blouses,Linen,Formal,White,Winter,4,Positive,Purchased
U094,41,Non-Binary,Slim,P2611,Coats,Silk,Sporty,Green,Summer,4,Positive,Commented
U043,26,Male,Bulky,P2211,Pants,Denim,Formal,White,Winter,4,Positive,Viewed
U010,30,Male,Slim,P0974,Dresses,Denim,Casual,Blue,Summer,2,Negative,Purchased
U072,33,Non-Binary,Bulky,P0935,Dresses,Denim,Formal,Black,Winter,3,Neutral,Purchased
U032,36,Male,Slim,P1481,Pants,Polyester,Formal,Red,Autumn,4,Positive,Viewed
U057,32,Female,Slim,P1102,Shorts,Silk,Casual,Red,Autumn,3,Neutral,Purchased
U097,25,Male,Slim,P2242,Blouses,Cotton,Sporty,Blue,Spring,4,Positive,Wished
U061,35,Non-Binary,Slim,P2205,Shorts,Silk,Formal,Black,Summer,4,Positive,Viewed
U066,45,Male,Bulky,P1702,Dresses,Cotton,Sporty,Red,Spring,2,Negative,Viewed
U045,19,Male,Athletic,P1716,Pants,Silk,Sporty,Blue,Winter,4,Positive,Purchased
U015,53,Non-Binary,Bulky,P2919,Dresses,Silk,Sporty,Blue,Winter,1,Negative,Purchased
U075,52,Female,Athletic,P1338,Blouses,Denim,Casual,Blue,Spring,4,Positive,Purchased
U007,27,Male,Bulky,P0125,Jackets,Silk,Casual,Black,Winter,2,Negative,Commented
U069,58,Female,Slim,P2820,Coats,Silk,Sporty,White,Spring,4,Positive,Purchased
U001,19,Male,Slim,P1972,Shirts,Polyester,Formal,Green,Spring,3,Neutral,Wished
U001,19,Male,Slim,P1700,Jackets,Silk,Formal,Red,Summer,4,Positive,Wished
U036,58,Female,Slim,P1371,Pants,Linen,Sporty,White,Autumn,3,Neutral,Wished
U081,43,Female,Slim,P1741,Skirts,Denim,Casual,Green,Summer,4,Positive,Commented
U069,58,Female,Slim,P2002,Skirts,Linen,Sporty,Red,Winter,3,Neutral,Viewed
U065,24,Female,Bulky,P0761,Shirts,Polyester,Casual,Red,Spring,4,Positive,Purchased
U008,32,Female,Athletic,P1521,Pants,Cotton,Sporty,Red,Spring,4,Positive,Purchased
U051,29,Male,Bulky,P2536,Coats,Polyester,Sporty,Black,Winter,2,Negative,Purchased
U078,40,Male,Bulky,P2129,Blouses,Silk,Sporty,Red,Autumn,2,Negative,Purchased
U096,37,Male,Slim,P0164,Jackets,Linen,Sporty,Blue,Autumn,3,Neutral,Viewed
U006,62,Male,Athletic,P0090,Skirts,Cotton,Casual,Red,Summer,3,Neutral,Purchased
U049,48,Male,Athletic,P0021,Blouses,Denim,Formal,Red,Summer,3,Neutral,Purchased
U032,36,Male,Slim,P2577,Pants,Silk,Casual,Green,Summer,4,Positive,Purchased
U086,64,Male,Athletic,P0892,Pants,Denim,Casual,Green,Winter,2,Negative,Purchased
U019,34,Male,Athletic,P0266,Blouses,Polyester,Formal,Green,Autumn,4,Positive,Purchased
U060,39,Female,Athletic,P0161,Dresses,Linen,Casual,Blue,Spring,3,Neutral,Commented
U043,26,Male,Bulky,P0315,Jackets,Silk,Formal,White,Winter,4,Positive,Purchased
U073,36,Non-Binary,Slim,P1684,Skirts,Polyester,Formal,Red,Winter,2,Negative,Commented
U040,58,Male,Athletic,P1290,Shirts,Denim,Casual,Green,Summer,3,Neutral,Wished
U005,53,Female,Athletic,P1692,Blouses,Cotton,Formal,Green,Spring,4,Positive,Wished
U042,35,Non-Binary,Bulky,P0076,Jackets,Silk,Formal,Blue,Winter,3,Neutral,Wished
U017,25,Non-Binary,Bulky,P0541,Coats,Linen,Formal,White,Winter,4,Positive,Purchased
U033,31,Non-Binary,Bulky,P0980,Dresses,Cotton,Formal,Red,Winter,3,Neutral,Wished
U027,56,Male,Athletic,P0416,Jackets,Polyester,Sporty,White,Winter,4,Positive,Purchased
U081,43,Female,Slim,P0055,Coats,Cotton,Formal,Green,Spring,4,Positive,Purchased
U077,23,Male,Slim,P2396,Coats,Polyester,Casual,Blue,Autumn,4,Positive,Viewed
U040,58,Male,Athletic,P0182,Blouses,Silk,Formal,Red,Autumn,3,Neutral,Commented
U065,24,Female,Bulky,P2645,Shirts,Polyester,Formal,Black,Autumn,3,Neutral,Commented
U032,36,Male,Slim,P2649,Shirts,Denim,Formal,White,Summer,2,Negative,Wished
U042,35,Non-Binary,Bulky,P1365,Shirts,Silk,Sporty,Red,Spring,3,Neutral,Wished
U087,41,Female,Bulky,P1391,Shorts,Silk,Casual,White,Spring,5,Positive,Purchased
U088,38,Male,Bulky,P0759,Pants,Denim,Sporty,Green,Autumn,3,Neutral,Viewed
U098,26,Non-Binary,Athletic,P1264,Jackets,Linen,Sporty,Green,Winter,4,Positive,Wished
U062,34,Non-Binary,Bulky,P1499,Skirts,Cotton,Sporty,Blue,Winter,2,Negative,Wished
U001,19,Male,Slim,P2479,Coats,Polyester,Casual,Green,Winter,3,Neutral,Commented
U096,37,Male,Slim,P1762,Shorts,Silk,Sporty,Red,Autumn,4,Positive,Wished
U090,35,Male,Slim,P1236,Shorts,Linen,Formal,Red,Summer,4,Positive,Wished
U021,43,Female,Slim,P0635,Coats,Polyester,Casual,White,Summer,2,Negative,Wished
U074,59,Male,Athletic,P0041,Shirts,Polyester,Casual,Red,Winter,3,Neutral,Purchased
U039,21,Male,Bulky,P0555,Coats,Linen,Formal,White,Spring,5,Positive,Wished
U090,35,Male,Slim,P2076,Shirts,Denim,Casual,Black,Summer,2,Negative,Purchased
U009,30,Female,Bulky,P0367,Shirts,Linen,Casual,White,Winter,3,Neutral,Wished
U034,43,Non-Binary,Bulky,P1777,Jackets,Silk,Sporty,Green,Spring,4,Positive,Viewed
U062,34,Non-Binary,Bulky,P1441,Jackets,Polyester,Sporty,Black,Autumn,3,Neutral,Purchased
U012,49,Female,Slim,P1778,Shirts,Linen,Sporty,Green,Winter,2,Negative,Wished
U036,58,Female,Slim,P1086,Pants,Silk,Formal,Black,Autumn,2,Negative,Commented
U086,64,Male,Athletic,P1362,Shorts,Polyester,Formal,Red,Winter,2,Negative,Wished
U051,29,Male,Bulky,P1979,Jackets,Cotton,Casual,Green,Summer,3,Neutral,Wished
U099,49,Non-Binary,Athletic,P2983,Jackets,Cotton,Formal,Black,Autumn,2,Negative,Viewed
U034,43,Non-Binary,Bulky,P0899,Shorts,Polyester,Sporty,Red,Autumn,4,Positive,Purchased
U049,48,Male,Athletic,P0235,Blouses,Silk,Formal,Black,Autumn,2,Negative,Wished
U087,41,Female,Bulky,P2909,Skirts,Polyester,Sporty,Black,Spring,4,Positive,Purchased
U018,44,Female,Slim,P2154,Shorts,Cotton,Casual,Green,Summer,5,Positive,Commented
